GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A009GTD3	J507_3826	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GTD3	J507_3826	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GTH9	J507_3496	enables	GO:0008641	ubiquitin-like modifier activating enzyme activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR035985	1310608	InterPro		F
UniProtKB	A0A009GTH9	J507_3496	enables	GO:0061503	tRNA threonylcarbamoyladenosine dehydratase	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002456951	1310608	TreeGrafter		F
UniProtKB	A0A009GTH9	J507_3496	involved_in	GO:0061504	cyclic threonylcarbamoyladenosine biosynthetic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002456951	1310608	TreeGrafter		P
UniProtKB	A0A009GTI2	prfC	enables	GO:0003924	GTPase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000795|InterPro:IPR004548	1310608	InterPro		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0003924	GTPase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026818	1310608	UniProt		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0005525	GTP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000795|InterPro:IPR005225	1310608	InterPro		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0005525	GTP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0342	1310608	UniProt		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0005525	GTP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076306|UniRule:UR001996753	1310608	UniProt		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0016149	translation release factor activity, codon specific	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076306	1310608	UniProt		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0016150	translation release factor activity, codon nonspecific	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002461315	1310608	TreeGrafter		F
UniProtKB	A0A009GTI2	prfC	enables	GO:0097216	guanosine tetraphosphate binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00033923	1310608	UniProt		F
UniProtKB	A0A009GTI2	prfC	involved_in	GO:0006412	translation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0648	1310608	UniProt		P
UniProtKB	A0A009GTI2	prfC	involved_in	GO:0006415	translational termination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004548	1310608	InterPro		P
UniProtKB	A0A009GTI2	prfC	involved_in	GO:0006415	translational termination	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001996753	1310608	UniProt		P
UniProtKB	A0A009GTI2	prfC	involved_in	GO:0006415	translational termination	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002461315	1310608	TreeGrafter		P
UniProtKB	A0A009GTI2	prfC	involved_in	GO:0006449	regulation of translational termination	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076306	1310608	UniProt		P
UniProtKB	A0A009GTI2	prfC	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004548	1310608	InterPro		C
UniProtKB	A0A009GTI2	prfC	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GTI2	prfC	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GTI2	prfC	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076306	1310608	UniProt		C
UniProtKB	A0A009GTI2	prfC	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002461315	1310608	TreeGrafter		C
UniProtKB	A0A009GTI5	J507_3506	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GTP2	J507_3801	enables	GO:0016740	transferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	1310608	UniProt		F
UniProtKB	A0A009GTP9	J507_3806	enables	GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.3.9	1310608	UniProt		F
UniProtKB	A0A009GTP9	J507_3806	enables	GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:23880	1310608	RHEA		F
UniProtKB	A0A009GTP9	J507_3806	enables	GO:0016740	transferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	1310608	UniProt		F
UniProtKB	A0A009GTP9	J507_3806	enables	GO:0016772	transferase activity, transferring phosphorus-containing groups	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000121|InterPro:IPR006318|InterPro:IPR008279|InterPro:IPR023151|InterPro:IPR036637	1310608	InterPro		F
UniProtKB	A0A009GTP9	J507_3806	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GTP9	J507_3806	involved_in	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008731|InterPro:IPR036618	1310608	InterPro		P
UniProtKB	A0A009GTP9	J507_3806	involved_in	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0598	1310608	UniProt		P
UniProtKB	A0A009GTP9	J507_3806	involved_in	GO:0016310	phosphorylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000121|InterPro:IPR008279|InterPro:IPR036637	1310608	InterPro		P
UniProtKB	A0A009GTP9	J507_3806	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GTP9	J507_3806	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GTR2	leuD	enables	GO:0003861	3-isopropylmalate dehydratase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004431	1310608	InterPro		F
UniProtKB	A0A009GTR2	leuD	enables	GO:0003861	3-isopropylmalate dehydratase activity	ECO:0000501	IEA	GO_REF:0000003	EC:4.2.1.33	1310608	UniProt		F
UniProtKB	A0A009GTR2	leuD	enables	GO:0003861	3-isopropylmalate dehydratase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001340	1310608	UniProt		F
UniProtKB	A0A009GTR2	leuD	enables	GO:0003861	3-isopropylmalate dehydratase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:32287	1310608	RHEA		F
UniProtKB	A0A009GTR2	leuD	enables	GO:0016829	lyase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0456	1310608	UniProt		F
UniProtKB	A0A009GTR2	leuD	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004431	1310608	InterPro		P
UniProtKB	A0A009GTR2	leuD	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00048	1310608	UniProt		P
UniProtKB	A0A009GTR2	leuD	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0432	1310608	UniProt		P
UniProtKB	A0A009GTR2	leuD	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001340	1310608	UniProt		P
UniProtKB	A0A009GTR2	leuD	part_of	GO:0009316	3-isopropylmalate dehydratase complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004431	1310608	InterPro		C
UniProtKB	A0A009GTR6	J507_3447	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001647	1310608	InterPro		F
UniProtKB	A0A009GTR6	J507_3447	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GTR6	J507_3447	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000414560	1310608	UniProt		F
UniProtKB	A0A009GTS0	J507_3452	enables	GO:0016298	lipase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008485707	1310608	TreeGrafter		F
UniProtKB	A0A009GTS0	J507_3452	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GTT0	J507_3462	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013249	1310608	InterPro		F
UniProtKB	A0A009GTT0	J507_3462	enables	GO:0016987	sigma factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013249	1310608	InterPro		F
UniProtKB	A0A009GTT0	J507_3462	enables	GO:0016987	sigma factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0731	1310608	UniProt		F
UniProtKB	A0A009GTT0	J507_3462	enables	GO:0016987	sigma factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002014485	1310608	TreeGrafter		F
UniProtKB	A0A009GTT0	J507_3462	involved_in	GO:0006352	DNA-templated transcription initiation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007627|InterPro:IPR013249|InterPro:IPR013325|InterPro:IPR014284	1310608	InterPro		P
UniProtKB	A0A009GTT0	J507_3462	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007627|InterPro:IPR013249|InterPro:IPR013325|InterPro:IPR014284	1310608	InterPro		P
UniProtKB	A0A009GTT0	J507_3462	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0731	1310608	UniProt		P
UniProtKB	A0A009GTT0	J507_3462	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002014485	1310608	TreeGrafter		P
UniProtKB	A0A009GTT0	J507_3462	involved_in	GO:2000142	regulation of DNA-templated transcription initiation	ECO:0000366	IEA	GO_REF:0000108	GO:0016987	1310608	GOC		P
UniProtKB	A0A009GTT5	J507_3467	enables	GO:0016829	lyase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0456	1310608	UniProt		F
UniProtKB	A0A009GTU0	J507_3472	enables	GO:0090729	toxin activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0800	1310608	UniProt		F
UniProtKB	A0A009GTU0	J507_3472	involved_in	GO:0035821	modulation of process of another organism	ECO:0000366	IEA	GO_REF:0000108	GO:0090729	1310608	GOC		P
UniProtKB	A0A009GTU0	J507_3472	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GU18	J507_3777	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000415	1310608	InterPro		F
UniProtKB	A0A009GU18	J507_3777	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033877	1310608	InterPro		P
UniProtKB	A0A009GU21	xpt	enables	GO:0000310	xanthine phosphoribosyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.22	1310608	UniProt		F
UniProtKB	A0A009GU21	xpt	enables	GO:0000310	xanthine phosphoribosyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100891|UniRule:UR001996088	1310608	UniProt		F
UniProtKB	A0A009GU21	xpt	enables	GO:0000310	xanthine phosphoribosyltransferase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:10800	1310608	RHEA		F
UniProtKB	A0A009GU21	xpt	enables	GO:0016757	glycosyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0328	1310608	UniProt		F
UniProtKB	A0A009GU21	xpt	enables	GO:0016763	pentosyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010079	1310608	InterPro		F
UniProtKB	A0A009GU21	xpt	involved_in	GO:0006166	purine ribonucleoside salvage	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0660	1310608	UniProt		P
UniProtKB	A0A009GU21	xpt	involved_in	GO:0032265	XMP salvage	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00602	1310608	UniProt		P
UniProtKB	A0A009GU21	xpt	involved_in	GO:0032265	XMP salvage	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100891	1310608	UniProt		P
UniProtKB	A0A009GU21	xpt	involved_in	GO:0043101	purine-containing compound salvage	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010079	1310608	InterPro		P
UniProtKB	A0A009GU21	xpt	involved_in	GO:0046110	xanthine metabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010079	1310608	InterPro		P
UniProtKB	A0A009GU21	xpt	involved_in	GO:0046110	xanthine metabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001996088	1310608	UniProt		P
UniProtKB	A0A009GU21	xpt	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GU21	xpt	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GU21	xpt	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100891	1310608	UniProt		C
UniProtKB	A0A009GU26	J507_3787	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036612	1310608	InterPro		F
UniProtKB	A0A009GU26	J507_3787	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003714	1310608	InterPro		F
UniProtKB	A0A009GU26	J507_3787	enables	GO:0005524	ATP binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002411976	1310608	TreeGrafter		F
UniProtKB	A0A009GU26	J507_3787	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GU26	J507_3787	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002411976	1310608	TreeGrafter		C
UniProtKB	A0A009GU52	J507_3408	enables	GO:0000166	nucleotide binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	1310608	UniProt		F
UniProtKB	A0A009GU52	J507_3408	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001100|InterPro:IPR023753	1310608	InterPro		F
UniProtKB	A0A009GU58	J507_3413	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GU58	J507_3413	enables	GO:0016790	thiolester hydrolase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040170	1310608	InterPro		F
UniProtKB	A0A009GU58	J507_3413	enables	GO:0016790	thiolester hydrolase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026392	1310608	UniProt		F
UniProtKB	A0A009GU58	J507_3413	enables	GO:0036042	long-chain fatty acyl-CoA binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002252874	1310608	TreeGrafter		F
UniProtKB	A0A009GU58	J507_3413	enables	GO:0047617	fatty acyl-CoA hydrolase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002252874	1310608	TreeGrafter		F
UniProtKB	A0A009GU58	J507_3413	involved_in	GO:0006631	fatty acid metabolic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002252874	1310608	TreeGrafter		P
UniProtKB	A0A009GU58	J507_3413	involved_in	GO:0006637	acyl-CoA metabolic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002252874	1310608	TreeGrafter		P
UniProtKB	A0A009GU58	J507_3413	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002252874	1310608	TreeGrafter		C
UniProtKB	A0A009GU65	mnmC	enables	GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR023032|InterPro:IPR047785	1310608	InterPro		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.1.1.61	1310608	UniProt		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:19569	1310608	RHEA		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0008168	methyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100613	1310608	UniProt		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100613	1310608	UniProt		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0016491	oxidoreductase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008552196	1310608	TreeGrafter		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008471|InterPro:IPR017610|InterPro:IPR023032	1310608	InterPro		F
UniProtKB	A0A009GU65	mnmC	enables	GO:0050660	flavin adenine dinucleotide binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100613	1310608	UniProt		F
UniProtKB	A0A009GU65	mnmC	involved_in	GO:0002097	tRNA wobble base modification	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100613	1310608	UniProt		P
UniProtKB	A0A009GU65	mnmC	involved_in	GO:0008033	tRNA processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR023032	1310608	InterPro		P
UniProtKB	A0A009GU65	mnmC	involved_in	GO:0008033	tRNA processing	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0819	1310608	UniProt		P
UniProtKB	A0A009GU65	mnmC	involved_in	GO:0032259	methylation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		P
UniProtKB	A0A009GU65	mnmC	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GU65	mnmC	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GU65	mnmC	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100613	1310608	UniProt		C
UniProtKB	A0A009GU65	mnmC	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008552196	1310608	TreeGrafter		C
UniProtKB	A0A009GU69	J507_3423	enables	GO:0005254	chloride channel activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021134	1310608	InterPro		F
UniProtKB	A0A009GU69	J507_3423	involved_in	GO:1902476	chloride transmembrane transport	ECO:0000366	IEA	GO_REF:0000108	GO:0005254	1310608	GOC		P
UniProtKB	A0A009GU69	J507_3423	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	1310608	UniProt		C
UniProtKB	A0A009GU69	J507_3423	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0039	1310608	UniProt		C
UniProtKB	A0A009GU74	yajC	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	1310608	UniProt		C
UniProtKB	A0A009GU74	yajC	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0037	1310608	UniProt		C
UniProtKB	A0A009GU80	queA	enables	GO:0016740	transferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003699|InterPro:IPR036100	1310608	InterPro		F
UniProtKB	A0A009GU80	queA	enables	GO:0016740	transferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	1310608	UniProt		F
UniProtKB	A0A009GU80	queA	enables	GO:0016740	transferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001427	1310608	UniProt		F
UniProtKB	A0A009GU80	queA	enables	GO:0016853	isomerase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003699|InterPro:IPR036100	1310608	InterPro		F
UniProtKB	A0A009GU80	queA	enables	GO:0016853	isomerase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0413	1310608	UniProt		F
UniProtKB	A0A009GU80	queA	enables	GO:0016853	isomerase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001427	1310608	UniProt		F
UniProtKB	A0A009GU80	queA	enables	GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.99.17	1310608	UniProt		F
UniProtKB	A0A009GU80	queA	enables	GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:32155	1310608	RHEA		F
UniProtKB	A0A009GU80	queA	enables	GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000768009	1310608	TreeGrafter		F
UniProtKB	A0A009GU80	queA	involved_in	GO:0002099	tRNA wobble guanine modification	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000768009	1310608	TreeGrafter		P
UniProtKB	A0A009GU80	queA	involved_in	GO:0006400	tRNA modification	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001427	1310608	UniProt		P
UniProtKB	A0A009GU80	queA	involved_in	GO:0008616	queuosine biosynthetic process	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00392	1310608	UniProt		P
UniProtKB	A0A009GU80	queA	involved_in	GO:0008616	queuosine biosynthetic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0671	1310608	UniProt		P
UniProtKB	A0A009GU80	queA	involved_in	GO:0008616	queuosine biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001427	1310608	UniProt		P
UniProtKB	A0A009GU80	queA	involved_in	GO:0008616	queuosine biosynthetic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000768009	1310608	TreeGrafter		P
UniProtKB	A0A009GU80	queA	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GU80	queA	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GU80	queA	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001427	1310608	UniProt		C
UniProtKB	A0A009GU84	J507_3751	enables	GO:0016740	transferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	1310608	UniProt		F
UniProtKB	A0A009GU84	J507_3751	involved_in	GO:0006541	glutamine metabolic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0315	1310608	UniProt		P
UniProtKB	A0A009GU89	rep	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000212|InterPro:IPR005752	1310608	InterPro		F
UniProtKB	A0A009GU89	rep	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0003678	DNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000212|InterPro:IPR005752	1310608	InterPro		F
UniProtKB	A0A009GU89	rep	enables	GO:0003697	single-stranded DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000161582	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000212|InterPro:IPR005752|InterPro:IPR014016|InterPro:IPR014017	1310608	InterPro		F
UniProtKB	A0A009GU89	rep	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000161582|UniRule:UR000413885	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0016787	hydrolase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR014017	1310608	InterPro		F
UniProtKB	A0A009GU89	rep	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0016787	hydrolase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000413885	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0016853	isomerase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0413	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0016887	ATP hydrolysis activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:13065	1310608	RHEA		F
UniProtKB	A0A009GU89	rep	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000161582	1310608	UniProt		F
UniProtKB	A0A009GU89	rep	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002253357	1310608	TreeGrafter		F
